   Z2  A2f    Ex    nmult gmult  
   52  136     5.445    1    1
   51  132     1.731    0    2
   57  147    13.450    2    3
   55  144    11.893    1    4
   55  142     6.236    1    1
   56  148    12.562    2    5
   55  144     4.305    1    1
   57  148    11.667    1    5
   54  141    12.219    2    1
   51  132     3.663    0    3
   51  131     4.293    0    4
   49  128    15.998    1    3
   60  157    10.310    1    5
   57  148    13.993    2    2
   55  142     5.468    1    3
   54  139     7.262    1    4
   57  146     5.275    1    3
   52  136     3.724    0    4
   52  135    14.931    2    2
   54  138     7.848    1    2
   52  134     9.394    1    1
   56  147    13.017    1    4
   50  130     9.810    1    3
   55  143    16.391    2    2
   53  137     4.934    0    6
   54  140     7.093    0    6
   55  144     3.323    0    2
   49  129     8.629    1    5
   59  152     4.815    0    3
   53  138    12.198    1    5
   52  134     9.730    1    1
   54  140    12.805    1    4
   59  153    16.078    2    1
   52  134     8.614    1    1
   52  136    11.127    2    1
   50  134     7.317    1    3
   54  142    13.914    2    6
   52  137    12.740    2    2
   48  127    10.604    1    7
   57  147    11.369    1    6
   55  141     8.356    1    3
   50  131    12.182    1    1
   53  137     5.192    0    3
   59  153    19.980    2    8
   53  139    10.811    1    7
   54  140     4.403    0    4
   53  139    10.827    1    3
   55  142    11.047    1    5
   50  130     6.976    0    7
   51  132     4.370    0    3
   51  132     2.838    0    2
   52  135     5.824    1    1
   51  133     9.823    1    4
   57  145     6.624    1    1
   54  140    15.117    2    3
   55  144     7.701    1    3
   53  138     3.730    0    3
   57  150     6.788    1    2
   50  133    12.435    2    2
   56  144     7.283    1    2
   51  136     1.950    0    4
   57  145     5.335    0    5
   53  138     8.838    1    1
   53  138    12.957    2    3
   56  144    10.969    1    3
   57  148     7.986    1    3
   57  147    15.311    2    2
   54  144    18.758    3    5
   56  144     6.753    0    7
   56  144    10.199    1    4
   55  140     6.410    1    3
   56  145    15.395    2    4
   51  134     7.867    1    2
   55  144    11.924    1    8
   55  143    12.449    2    2
   53  137     8.352    1    6
   51  132     7.564    1    2
   53  138     9.118    1    7
   55  143    13.557    2    3
   53  135    11.007    1    3
   53  138     5.777    1    2
   53  139    15.587    2    2
   51  135     8.226    2    1
   57  150    17.052    2    5
   51  133     3.943    0    1
   57  147     2.654    0    2
   52  137    12.606    2    3
   53  138    16.429    3    2
   52  135     6.161    1    2
   59  152     5.609    1    1
   53  135     9.703    1    3
   52  134    11.427    1    1
   57  148     4.422    0    3
   56  144    14.694    2    5
   52  135    10.929    1    1
   49  127     3.779    0    4
   52  135     8.059    1    1
   52  137     7.711    0   12
   50  131    10.817    1    3
   57  149     5.136    0    4
   55  143    11.384    1    4
   50  131     3.742    0    2
   53  140     3.488    0    3
   58  149    11.824    2    1
   52  135    10.935    1    4
   50  132     6.009    0    1
   50  132    11.343    1    2
   53  140    13.595    2    3
   54  141    10.341    2    1
   52  136    10.918    2    1
   57  149     7.058    0    7
   55  142    10.789    1    6
   58  151     3.552    0    5
   52  135     6.983    1    2
   54  139    11.021    2    1
   54  140    11.783    2    2
   51  134     8.391    1    2
   53  138     9.523    1    4
   59  153    12.729    2    5
   58  151     5.259    0    8
   57  147    11.801    1    4
   57  148    15.098    2    4
   52  134     9.459    1    1
   55  140     5.346    1    1
   53  136     2.920    0    2
   57  146    12.908    1    4
   54  141    14.396    2    1
   55  142    13.670    2    4
   51  132     4.096    0    2
   54  143    15.313    3    2
   53  139     9.579    1    3
   54  140    10.348    1    1
   55  141     4.566    0    4
   55  141     3.638    0    4
   52  138    10.525    1    7
   52  135    11.129    1    3
   56  145    17.888    2    7
   52  134     3.813    0    2
   53  138    10.952    1    3
   51  133    10.294    1    2
   56  146    15.157    2    3
   54  144    17.765    2    4
   55  141     5.730    0    3
   56  141     5.550    1    1
   53  138     9.798    1    5
   52  132    11.900    1    2
   54  139    14.113    2    2
   54  142     4.324    0    3
   58  150    12.495    2    3
   57  147     8.263    1    3
   52  135     9.835    1    2
   53  135    10.270    1    2
   52  137    13.602    2    3
   51  135     4.110    1    1
   55  145     3.038    0    5
   50  129     6.990    1    1
   51  133     3.478    0    1
   51  134     8.090    1    2
   58  150    15.502    2    5
   51  134     5.548    1    2
   53  136     7.574    1    2
   54  141     9.581    1    6
   52  134     1.225    0    1
   51  134     8.206    1    2
   55  142     9.917    1    4
   53  137    16.976    2    2
   55  141     4.011    0    4
   56  145    12.400    1    4
   54  142     4.199    0    7
   53  135     2.345    0    1
   54  142    10.583    2    3
   54  140     5.521    0    6
   54  143     3.749    1    2
   50  130    10.383    1    3
   57  150     8.621    1    7
   54  141     4.899    1    2
   51  132     4.115    0    5
   51  135     6.958    1    2
   57  149    20.759    2    5
   57  148     1.405    0    5
   58  151    11.919    1    4
   54  138     8.225    1    2
   57  148    20.239    3    3
   50  131    10.366    1    5
   51  132     7.663    0    6
   56  143     8.331    1    4
   56  147    14.768    1    6
   52  137     5.173    1    2
   55  140    11.205    1    3
   52  137     5.398    1    4
   49  131     8.981    1    2
   54  137    11.907    1    2
   54  141    12.404    1    5
   60  156    15.457    2    3
   55  141     9.559    1    2
   52  132     9.229    1    2
   55  144     9.244    1    2
   57  147    15.123    2    4
   51  134    11.561    1    2
   53  136    10.473    1    2
   56  146    11.953    2    4
   55  144     8.866    1    6
   56  146    14.772    2    6
   55  143    16.079    2    4
   56  144     1.580    0    4
   54  139    13.281    1    4
   54  139     9.211    1    3
   60  154    10.156    1    4
   54  140    15.544    2    4
   53  138     1.251    0    2
   50  129     3.175    0    4
   51  133     7.406    0    2
   53  136     6.873    1    2
   53  137     5.308    1    0
   53  137     7.210    1    2
   56  146     5.939    1    1
   54  140    13.126    2    4
   54  143    14.565    2    7
   58  150    12.252    1    3
   51  131     5.876    0    3
   58  151    13.927    2    3
   55  142    13.294    2    5
   54  139     9.624    1    4
   52  136     7.135    1    2
   59  150     7.008    1    3
   55  142    11.097    1    4
   47  121    14.666    2    5
   55  142     9.892    1    4
   59  151    11.252    1    3
   49  130     6.678    1    2
   54  141     8.768    1    5
   53  142     7.469    1    3
   53  138    12.284    2    4
   52  134     6.353    0    1
   53  136     5.814    1    2
   53  137     5.940    0    6
   54  143     7.524    1    4
   51  135     1.536    0    2
   55  142    13.020    2    3
   55  143     9.163    1    5
   54  144    12.411    2    4
   51  135     2.985    0    3
   53  138    10.195    1    8
   59  149     3.313    0    6
   55  142     8.428    1    3
   55  142    15.205    2    1
   52  136     2.450    0    3
   56  146    11.736    2    2
   56  143     8.336    1    3
   52  135    14.156    2    2
   54  139     5.534    1    3
   59  150     4.797    0    4
   50  131    14.756    1    3
   52  137     6.037    1    2
   55  142    14.583    2    3
   56  144     6.436    0    9
   54  140    14.732    2    5
   54  140     1.853    0    1
   55  141     6.992    1    2
   53  137     2.111    0    4
   50  131    12.068    1    2
   53  138     9.814    1    3
   56  148    13.792    2    4
   52  135     4.335    1    1
   55  141     8.848    1    7
   50  127    12.401    1    2
   57  145     4.056    0    4
   50  129     6.606    1    1
   55  144     7.985    1    4
   57  144     6.980    1    2
   52  136     5.223    1    1
   52  137    14.895    2    2
   55  142     3.571    0    4
   53  136    13.349    1    4
   52  137    11.077    2    2
   54  142     7.207    1    3
   53  140    14.962    2    5
   54  138    17.205    2    3
   53  138    14.030    2    5
   53  137    11.442    1    6
   52  137     7.531    1    3
   51  133     1.805    0    2
   55  143    11.987    2    4
   57  147    12.819    2    4
   53  135     4.893    0    2
   54  137     4.328    1    1
   51  133     7.778    0    3
   52  135    12.777    1    2
   54  143    13.621    2    3
   55  140     6.612    1    2
   54  140    17.972    2    4
   52  134    11.690    1    2
   53  140     4.577    1    4
   51  135     1.258    0    1
   55  144     3.324    0    5
   57  151    12.225    2    3
   52  138    11.533    2    5
   55  145     4.809    0    4
   52  136    14.226    2    1
   53  136     9.066    1    5
   55  142     9.307    1    2
   51  133     5.251    0    2
   52  135    11.227    1    1
   55  142    14.067    2    6
   52  135     7.327    1    1
   51  135    13.925    2    2
   57  144     5.023    0    4
   50  130    13.364    1    5
   56  148     8.877    1    3
   54  139     4.187    1    1
   50  130    12.953    1    5
   58  151    14.306    2    1
   52  137     3.279    0    5
   53  139    10.435    2    5
   51  132     8.914    1    2
   55  143     6.770    1    2
   53  136     6.105    1    2
   51  130    13.525    1    4
   50  132     5.677    0    1
   50  131    16.644    1    3
   53  138    15.772    2    7
   53  137     9.628    1    6
   53  138    10.149    2    1
   52  137    10.439    1    7
   54  140     7.307    1    1
   53  137    13.884    2    3
   56  149     8.601    1    7
   55  144    11.006    2    2
   52  139     4.010    1    2
   54  142    11.450    2    2
   54  137     3.307    0    2
   53  138     9.033    1    5
   52  135    11.678    1    3
   51  132     8.686    1    1
   52  135     8.129    1    1
   53  137    11.797    1    2
   51  132     8.876    1    1
   55  141     9.738    1    5
   53  137    12.416    1    5
   56  143     5.650    1    1
   54  142    10.280    2    2
   57  149    20.683    3    2
   51  133    15.667    1    8
   49  126    17.179    2    1
   52  136     1.501    0    1
   52  138     8.972    2    1
   51  133     7.821    0    2
   58  149     5.055    0    5
   55  143    13.519    2    3
   55  143     6.494    1    2
   53  137     8.054    1    1
   54  141     4.042    1    1
   53  138     4.968    1    2
   51  134    13.998    1    2
   55  142     8.819    1    3
   57  146     2.881    0    5
   52  137     6.874    1    3
   52  137    14.578    3    2
   58  154    21.109    3    4
   53  140     5.390    1    1
   50  131    13.208    1    3
   52  137    13.120    2    2
   55  140     5.690    0    6
   56  148    10.308    1    3
   57  144     8.556    1    4
   55  143    12.483    1    6
   53  138    11.250    1    6
   53  139     5.454    1    1
   51  133     8.893    1    1
   55  142     9.200    1    6
   51  133    12.745    1    2
   52  134     8.075    0    3
   55  143    12.296    1    3
   53  139     7.644    1    3
   53  138    10.354    1    7
   51  131    10.173    1    2
   58  152    13.806    2    4
   58  152    11.787    1    6
   51  131    11.455    1    2
   51  134     5.125    0    8
   58  153     5.795    1    4
   56  147    13.699    2    3
   57  148    16.188    2    3
   52  136    12.777    2    1
   53  136     5.649    1    2
   53  140     5.426    1    3
   53  136     9.848    1    2
   55  140    11.549    1    3
   50  130    12.675    1    7
   51  130    11.387    1    2
   49  128     8.886    1    2
   57  148     5.777    1    4
   55  142     6.309    1    3
   53  136     8.893    1    4
   59  149     3.503    0    6
   53  138     2.127    0    2
   53  133     1.388    0    2
   53  137     6.624    1    1
   55  143     9.783    1    6
   52  135    12.509    1    3
   54  140    13.605    2    2
   48  123    15.581    2    1
   51  135     5.306    0    4
   56  145     9.542    1    6
   58  149     8.333    1    7
   53  138    10.288    1    8
   54  143    11.934    2    4
   56  146     7.512    0    8
   51  131     9.991    1    3
   50  131    11.177    1    1
   53  139    10.915    2    2
   58  152    21.217    3    5
   51  130    12.971    1    4
   53  140     7.611    1    6
   55  144    13.643    2    6
   60  156    12.955    2    3
   53  136    10.070    1    4
   54  143    10.756    1    6
   54  138     4.637    0    2
   54  143     5.152    1    3
   52  133     5.910    0    2
   54  141     2.831    0    4
   53  140     8.109    1    2
   54  139    12.025    1    5
   52  136     2.761    0    1
   52  137     7.126    1    2
   50  131     6.969    1    1
   57  146    11.138    1    5
   52  135     9.201    1    1
   54  140     9.455    1    1
   53  139    16.597    2    4
   56  143     7.805    1    2
   53  135     6.932    0    4
   54  141     7.833    1    3
   58  152    12.395    1    6
   56  146    11.313    2    3
   53  138     3.450    0    6
   57  150     5.054    0    5
   53  137     7.363    1    1
   58  150     5.754    0   10
   53  137    12.127    2    1
   51  131     8.789    0    5
   54  139    15.216    2    2
   51  133    14.058    1    5
   58  149    10.709    1    7
   52  135    15.183    2    1
   58  149    21.438    3    2
   51  133     8.680    1    2
   54  140    15.087    2    2
   53  137    10.090    1    3
   53  138     0.574    0    2
   53  137    12.711    1    8
   54  141     5.838    1    1
   60  155    14.251    1    8
   54  137     5.780    1    1
   56  143    11.870    2    1
   53  137     5.745    1    2
   48  125     5.783    1    2
   52  138    15.953    3    1
   49  128     6.515    1    1
   53  139     6.967    0    8
   52  134    10.768    1    1
   55  145     9.109    1    6
   54  139     8.593    1    3
   52  137    16.307    2    4
   53  135     7.942    0    4
   53  142    10.823    1    8
   55  142    10.626    1    4
   59  151     7.704    1    2
   55  144    13.328    2    5
   56  144    11.270    1    3
   56  145     9.058    1    8
   51  132     4.710    0    4
   51  133    12.175    1    8
   56  146     9.195    1    5
   58  152    18.545    2    4
   54  141    15.310    2    2
   52  135     8.294    1    1
   57  146     5.218    1    2
   51  133    10.333    1    2
   57  150     3.564    0    3
   53  139    15.249    2    5
   60  153     7.622    1    4
   51  132     9.899    1    1
   53  135     8.370    1    1
   53  136     7.283    1    3
   50  130     8.238    0    3
   58  149     7.116    1    5
   55  142     9.689    1    5
   55  144     4.543    1    2
   54  139     6.584    1    2
   54  140     9.295    1    1
   55  144    15.865    3    1
   58  150    12.622    2    4
   52  136    13.026    2    1
   55  140     4.883    1    1
   50  131     4.905    0    2
   57  145     6.591    0    3
   56  144     8.869    1    2
   53  139    13.470    2    3
   53  139    14.248    2    7
   56  143     3.642    0    2
   51  136     7.791    1    4
   53  138    11.810    1    6
   53  138     2.302    0    4
   53  139     5.965    0    6
   59  151    10.414    1    5
   53  141     5.072    1    2
   56  147    11.088    2    3
   53  138    12.549    2    4
   54  141     4.046    0   11
   57  150    18.407    1   14
   55  142     9.096    1    3
   52  136    12.169    2    1
   53  139     2.636    0    4
   54  140     8.479    1    2
   61  157    18.664    2    5
   53  140     9.032    1    3
   57  149     7.470    1    3
   51  135     8.826    2    1
   51  133    11.924    1    4
   53  137    15.448    2    2
   55  142     7.906    1    2
   56  147     1.379    0    2
   55  143     8.907    1    3
   57  149    11.471    1    3
   53  140    11.290    2    1
   54  142     6.965    0    7
   54  143    11.026    2    3
   54  141    11.628    2    1
   53  138     2.519    0    5
   50  131     4.586    0    2
   53  135     6.253    0    1
   56  143     8.206    1    3
   54  140    11.484    1    2
   57  150    11.556    1    5
   52  138     8.514    1    4
   49  128    12.683    1    2
   54  141     8.356    1    7
   55  142     3.303    0    4
   51  133     6.274    0    3
   50  131    11.174    1    2
   58  150     3.278    0    7
   49  127    13.192    1    4
   52  137     9.404    1    5
   50  133     3.657    1    1
   57  147    11.860    2    2
   56  143     7.252    1    4
   58  150     6.123    0    7
   52  134    16.632    2    1
   53  138    13.193    2    5
   57  148    13.738    2    3
   52  134     3.063    0    1
   58  149    17.890    2    5
   53  140     5.662    1    6
   54  140    10.944    1    2
   55  144    12.123    2    2
   56  145     6.125    1    4
   55  143     8.918    1    3
   53  140     7.033    1    3
   52  137     7.133    1    5
   58  150    13.941    2    3
   53  139    17.142    3    5
   54  138    16.987    2    3
   54  140     8.643    1    1
   55  142    15.726    2    3
   53  139     0.900    0    2
   52  134     2.895    0    1
   51  133     8.945    1    3
   56  146     3.771    0    6
   52  137     2.661    0    2
   51  136     7.555    1    3
   51  132    10.483    1    3
   57  149    10.468    1    3
   57  146    10.522    1    4
   52  137    12.056    2    2
   53  136     3.559    0    3
   53  135     8.816    1    1
   55  141    13.475    2    3
   57  147    13.736    2    3
   54  139    15.997    2    1
   60  154    16.795    2    6
   52  135     9.755    1    2
   54  138     9.725    1    2
   51  133    10.643    1    2
   51  131     1.460    0    2
   55  143     9.618    1    3
   57  149    12.594    2    1
   52  135    11.460    1    4
   51  134    15.612    2    5
   53  137    12.199    2    1
   56  147    17.651    3    4
   54  140    10.676    2    1
   53  140     8.223    1    6
   51  134    11.843    1    2
   53  140    11.982    2    4
   51  132    13.026    1    6
   54  141    13.157    2    3
   54  140    11.554    2    4
   54  140     0.459    0    1
   54  141     4.703    1    2
   54  138     2.943    0    1
   52  135     2.048    0    2
   58  150    10.284    1    3
   52  135     5.396    1    1
   49  125     5.213    0    3
   54  142     9.581    2    1
   53  136     3.017    0    4
   55  143    11.685    2    1
   55  143     4.871    0    2
   58  150    11.153    1    6
   53  138     9.291    1    7
   55  144     5.374    1    2
   53  137     9.261    1    5
   53  140     8.211    1    5
   54  142     9.580    1    7
   53  136     2.503    0    4
   56  144     5.384    0    5
   53  135     5.420    0    3
   55  145    11.241    2    3
   52  133    13.980    1    4
   50  132     9.243    1    2
   57  151    11.964    2    0
   54  139     3.754    0    3
   58  152    12.710    2    4
   53  137     7.518    1    3
   50  130     8.657    1    3
   55  146    17.993    3    5
   54  140     5.041    0    7
   57  149    17.472    2    3
   51  133     7.967    1    1
   57  149    14.398    2    4
   54  142    14.833    2    2
   53  137     8.939    1    3
   51  133     3.180    0    2
   54  140     6.837    1    1
   52  133     9.063    1    1
   49  129     3.053    0    3
   57  147    18.317    2    4
   51  133    11.763    1    2
   53  138     7.447    1    6
   53  134     4.882    0    3
   54  140     8.343    1    4
   57  146     6.906    1    2
   52  137     8.779    1    4
   53  140    15.832    3    1
   54  139     6.360    1    3
   57  148     1.865    0    3
   50  129    10.118    1    2
   53  136     9.291    1    3
   57  145     7.882    1    2
   54  141    14.362    2    3
   57  147     7.755    0   10
   52  137     6.995    1    5
   54  143    10.190    1    5
   54  139     8.739    1    3
   57  147    13.585    2    2
   57  147    10.731    1    4
   51  133     8.789    1    3
   53  139     8.998    1    3
   52  135     7.368    1    1
   52  137     9.570    1    3
   55  141    10.777    1    3
   55  144     9.606    1    6
   52  136     7.842    1    2
   51  131    13.221    1    6
   55  143     7.912    1    2
   56  143     4.837    1    2
   56  143    14.405    2    1
   52  133     2.539    0    2
   54  142    10.521    2    2
   51  134     4.111    0    6
   52  136     5.613    0    6
   55  140     9.319    1    3
   55  141     1.313    0    2
   50  130    10.658    1    6
   50  132     8.551    1    2
   54  143     9.767    2    1
   58  154    13.171    2    4
   53  134     6.853    1    1
   54  140    10.642    1    3
   51  134     8.447    1    2
   51  130     5.106    0    3
   55  143     6.794    1    2
   53  137     5.558    1    1
   57  145     8.482    1    1
   51  133    10.825    1    1
   53  137    11.767    2    2
   53  133     2.118    0    2
   53  138     3.927    0    5
   51  133     5.664    0    2
   54  142    13.076    2    3
   53  138    11.164    1    2
   54  139     5.124    1    2
   56  145    12.160    2    3
   55  143     5.050    0    2
   57  145    11.712    1    5
   52  134    15.559    1    4
   51  131     1.121    0    1
   53  140     4.078    0    5
   57  147     6.028    0    5
   52  133     5.363    0    2
   51  136     9.635    2    2
   57  152     7.232    1    7
   57  148    15.627    2    4
   52  132     2.379    0    2
   53  135    10.593    1    5
   51  132     5.427    0    5
   51  131     4.964    0    6
   50  130    14.737    2    1
   55  146    18.709    3    1
   53  136     6.467    1    2
   52  136     7.706    1    2
   55  145    11.506    1    3
   49  128     4.257    0    6
   55  142    12.378    2    3
   55  144     9.285    1   10
   52  135    12.610    1    3
   53  136     4.827    1    1
   53  139     4.814    0    6
   55  142     6.694    1    3
   53  134     1.929    0    2
   52  134     4.841    0    1
   49  129     8.769    1    4
   54  141    10.351    2    1
   51  134     9.652    1    2
   55  141     4.199    0    4
   51  135    11.961    1    3
   56  147    10.416    1    4
   53  137     9.416    1    5
   56  144     4.515    0    4
   57  145     9.379    1    3
   55  142    14.747    2    2
   56  146    16.279    2    6
   53  138     5.533    1    2
   55  142     6.871    1    2
   56  144     7.569    1    3
   50  130     7.490    0    3
   55  146     8.745    1    4
   52  133     3.782    0    2
   52  136     6.519    0    9
   56  143    12.329    1    6
   54  139     6.456    1    3
   54  141    18.307    3    3
   54  141     6.070    1    4
   56  147    16.246    3    2
   50  131     7.042    1    1
   59  155    22.434    3    2
   53  137    11.051    1    5
   53  139    13.088    1    3
   57  147     4.568    0    6
   52  136     6.887    1    2
   50  131    11.092    1    2
   52  136     5.241    0    4
   57  146     8.827    1    3
   51  132     6.966    1    2
   54  139     7.715    1    4
   60  155    10.190    1    7
   58  151    13.828    2    4
   57  149    18.299    2   11
   53  140     6.288    1    3
   56  144     9.046    1    2
   54  142    14.186    2    5
   54  142     5.326    0    4
   52  134    10.372    1    2
   54  141    10.443    2    1
   53  138    10.412    2    1
   59  150     5.079    0    2
   51  132     5.976    0    6
   55  141     5.597    0    3
   52  139    10.510    2    3
   50  132     7.715    1    1
   50  132    12.414    1    2
   52  138    11.767    2    3
   56  144    12.123    1    6
   58  149     7.770    1    5
   51  130     8.156    0    6
   48  126    12.200    1    4
   52  134    13.874    1    4
   57  149     8.111    1    2
   56  147     5.145    1    2
   56  144     6.278    1    1
   55  144     6.771    1    3
   52  138     8.948    1    4
   57  150     3.919    0    4
   56  144     7.817    1    5
   52  137    11.892    2    2
   56  147    14.185    2    5
   49  132     4.829    1    1
   54  141    16.996    3    3
   54  140    11.229    1    3
   53  137     4.117    0    4
   53  136     9.625    1    7
   54  141     5.927    1    4
   55  143    12.770    2    3
   52  138     9.230    1    4
   58  151    13.899    2    4
   52  138     8.459    1    6
   56  146    12.076    1    6
   55  142    13.183    2    3
   53  133     4.782    0    3
   52  133    10.392    1    3
   58  150    18.321    2    5
   51  133     6.350    0    2
   55  143     7.538    1    5
   53  138     5.421    1    3
   57  149    16.052    2    2
   53  138     6.592    1    6
   53  137     5.566    0    4
   57  145    10.059    1    5
   53  140     8.859    2    0
   50  128    10.502    1    3
   56  145     9.930    1    5
   54  138    17.184    2    2
   52  136    15.335    2    1
   53  140    10.093    1    8
   55  140     2.867    0    4
   54  140    13.165    2    3
   51  133    11.534    1    2
   57  144     9.780    1    3
   52  136     3.876    0    4
   52  137    10.254    2    1
   49  129     6.919    1    1
   56  147     8.236    1   11
   57  150    20.151    2    2
   54  143    13.722    2    5
   56  147    10.029    1    5
   51  132     8.019    0    7
   55  143     9.389    1    3
   56  144    13.704    1    9
   52  133     7.775    1    1
   55  145    15.477    2    3
   53  141     5.634    0    6
   52  133     6.311    0    2
   60  157    28.790    3    7
   55  145     9.737    1    2
   53  136     0.976    0    2
   49  129    11.468    1    1
   55  144    11.170    1    4
   54  140    13.454    2    4
   58  148     5.051    0    7
   53  139     7.054    1    1
   55  141     4.032    0    2
   54  142    14.720    2    5
   55  145    11.199    2    4
   57  149     7.300    0    7
   49  129     3.491    0    3
   52  137    11.154    2    1
   57  147    12.258    2    2
   54  140    11.273    1    3
   57  146     9.322    1    5
   52  135    11.718    1    1
   53  139    14.867    2    4
   55  145     7.315    1    3
   54  140     6.333    1    1
   58  148     7.048    1    1
   55  145     6.199    1    2
   54  139     4.267    1    1
   52  137     5.399    1    3
   53  138    12.012    2    1
   48  125     9.048    1    4
   54  139     8.816    1    3
   58  150     7.812    1    4
   57  149    10.915    1    7
   47  125    10.872    1    2
   56  146    13.196    2    6
   53  140     2.301    0    2
   57  148    13.486    2    3
   53  136     9.748    1    2
   52  138     7.617    1    5
   50  133     4.103    1    1
   52  136     7.938    1    4
   53  139     8.597    1    4
   52  137    11.906    2    2
   54  142     8.337    1    8
   55  142    13.568    2    2
   53  135     2.379    0    3
   55  141     4.492    0    3
   55  144     8.857    1    3
   51  134    13.803    1    3
   51  134     8.836    1    2
   52  136    16.231    2    2
   55  140     2.683    0    1
   52  134     7.010    0    4
   54  142    14.280    2    6
   51  134    11.524    1    3
   51  133     6.718    0    2
   52  133     8.359    1    2
   57  147     4.402    0    3
   56  144     9.339    1    3
   56  144     6.444    1    1
   50  133     0.916    0    2
   50  131     6.075    1    1
   52  133     2.983    0    2
   51  136     3.571    0    3
   55  141    11.362    1    3
   51  133     4.916    0    2
   54  141    15.853    3    1
   55  142     7.106    1    5
   54  141     5.511    1    3
   54  141     6.026    1    4
   50  130    10.267    1    2
   58  149     4.351    0    3
   56  145    15.101    2    3
   53  138     8.866    1    2
   56  145     1.482    0    3
   55  142     7.466    1    2
   55  140    10.373    1    7
   51  132    12.291    1    1
   51  130     7.727    1    1
   55  145     8.549    1    4
   50  129    11.188    1    2
   61  160    11.643    1    5
   50  130    12.579    1    3
   55  143     9.190    1    4
   54  140     3.455    0    4
   51  133     7.954    0    2
   53  139    11.699    2    4
   52  138    10.668    2    1
   52  135     7.688    1    1
   57  148     5.121    0    5
   53  139    11.579    1    2
   53  136     5.585    1    3
   57  151    12.247    1    5
   56  145    10.117    1    3
   58  153    11.920    2    2
   55  142    14.966    1    9
   55  142    11.116    2    1
   54  142     5.167    0    5
   52  137    16.850    3    1
   52  134     3.216    0    1
   52  137    10.794    1    7
   54  141    20.213    3    3
   52  134    13.080    1    2
   54  140    12.732    2    4
   53  136     8.145    1    1
   52  134     5.859    0    1
   55  144    12.496    2    3
   55  145    10.616    1    2
   54  143     3.409    1    1
   52  136     7.671    1    1
   53  140     5.267    1    2
   55  143     6.700    1    3
   52  134    11.090    1    3
   53  137     8.615    1    3
   53  140     6.451    1    4
   50  131    11.372    1    2
   49  129     5.623    0    4
   56  146     8.755    1    3
   57  147     7.042    0    7
   50  129     8.556    1    2
   52  134     1.290    0    1
   55  143    13.467    2    3
   53  139     4.609    0    3
   52  135    10.711    1    2
   50  133    13.675    2    2
   53  135     4.125    0    3
   55  146    11.277    1    7
   51  133     8.962    1    1
   52  137     8.822    1    3
   53  137     7.837    1    1
   58  150    12.327    2    2
   55  144    15.528    2    5
   54  141     5.756    1    4
   54  142    10.466    2    2
   51  134     2.713    0    2
   52  137    10.220    1    7
   57  148    14.787    2    3
   53  140     3.413    0    7
   56  147    21.432    3    4
   53  138     7.946    1    3
   56  143     2.576    0    6
   56  143    10.290    1    4
   50  129     8.022    1    1
   55  143     9.040    1    3
   54  137     4.137    1    0
   53  136     2.549    0    3
   48  124    16.732    2    4
   49  130     7.323    0    9
   53  140    15.396    3    2
   54  141    17.548    2    1
   55  144    13.192    2    2
   54  139    10.749    1    4
   48  125    15.705    1    5
   56  146     6.411    1    2
   56  147    16.435    3    1
   53  136    11.923    1    3
   53  136    10.535    1    5
   54  141     9.842    1    5
   54  139     6.405    1    4
   55  145     4.457    0    3
   55  145     7.913    1    6
   52  136     7.121    1    3
   52  135     9.374    1    1
   53  139     8.066    1    2
   55  143    12.010    2    1
   54  140     9.693    2    1
   53  137    10.890    2    1
   50  129     5.924    0    7
   56  144    13.220    1    5
   51  130    11.836    1    5
   55  141     4.661    0    5
   55  144    12.308    2    2
   56  144    12.542    2    4
   52  136     4.636    0    3
   54  137    11.045    1    2
   56  146    13.264    2    5
   56  149     8.857    1    4
   54  141     6.681    1    5
   54  139    13.315    1    4
   52  134    10.536    1    2
   51  135    11.182    2    1
   55  142     7.923    1    3
   51  131     4.403    0    2
   57  150    15.673    2    4
   55  142    13.576    1    4
   53  137    11.031    2    2
   51  135     6.194    1    3
   54  139    13.757    2    3
   54  140    12.284    2    4
   56  145    16.357    3    2
   54  142     7.452    1    4
   57  146     5.400    1    3
   50  132     9.492    1    2
   51  132    12.995    1    4
   53  136     8.848    1    3
   54  140     8.637    1    3
   56  145     8.341    1    4
   55  142     4.149    0    3
   56  148    13.774    2    4
   58  151    10.410    1    4
   51  134     7.852    1    1
   58  150    18.813    2    7
   51  132    11.802    1    2
   52  136    12.394    2    1
   52  134     8.651    1    1
   51  133     6.285    0    2
   53  137     8.988    1    4
   52  134     9.217    1    1
   52  134    13.579    1    1
   51  133     9.223    1    4
   56  147    21.642    3    3
   55  143    14.982    2    5
   55  142    10.182    1    3
   51  136    13.057    2    7
   54  140     5.117    0    4
   52  135     7.417    1    2
   56  144     7.899    1    3
   54  137    11.468    1    3
   55  142     4.523    1    0
   53  136    15.446    2    1
   51  136     5.418    1    3
   51  132    10.348    1    2
   56  145    19.022    3    4
   53  139    14.611    1    4
   52  135     7.425    1    1
   50  130    12.419    1    4
   52  137     1.363    0    4
   51  134    11.586    1    2
   53  137    12.121    1    2
   59  152     5.993    1    1
   57  148     9.554    1    8
   52  135     5.778    1    1
   58  149    13.414    2    3
   53  139     7.247    1    5
   52  136     8.922    1    2
   53  136     7.452    1    1
   53  136     6.675    1    1
   50  133     9.938    1    1
   50  130    14.510    1    4
   51  134    14.690    1    2
   55  141    11.979    1    3
   55  145    13.783    2    1
   57  147     4.322    0    2
   59  154    13.167    2    4
